chapter	from	witness	verdict	context
68	Hasmonean	Ilasmoneanwhich	divergent	be derived the name Hasmonean which was given to
68	foreseen	foreseen	confirm	of the conquests here foreseen the whole world is
69	SUFFEREE		nowitness	A SUFFEREE describcs his own condition
69	describcs		nowitness	A SUFFEREE describcs his own condition ver
69	Chiist		nowitness	various traits meet in Chiist That he is not
69	expectante		nowitness	absolutely I waiting me expectante i e while I
69	fij	first	divergent	he took nothing at fij st yet afterwards he
69	natm	natural	divergent	weeping and fasting as natm al concomitants were not
69	Bagster	Bagster	confirm	the Psalms published by Bagster London And I gave
69	London	London	confirm	Psalms published by Bagster London And I gave put
69	sorup	songs	divergent	the gate they imagine sorup lampoons or satires they
69	waUQV	swallow	divergent	let not the deep waUQV me and let not
69	shttt	shut	divergent	the well or pit shttt its mouth upon me
69	paralyse	paralyse	confirm	or swerve i e paralyse their strength See above
69	eVauX	Inavlig	divergent	has a Greek word eVauX g meaning a place
69	xh		nowitness	See above on Ps xh Give or place iniquity
69	vjill	will	divergent	for their punishment I vjill praise the name of
69	operatum	operatum	confirm	beast as an opus operatum of intrinsic vii tue
69	jmsoners	prisoners	divergent	believing poor and his jmsoners those imprisoned in affliction
7	selfdestroyers		nowitness	forced to act as selfdestroyers ver At the same
7	Virgil	Virgil	confirm	of poetical composition as Virgil says I sing the
7	Ctish	Cush	divergent	of the words of Ctish the Benjamite It is
7	kinsmen	kinsmen	confirm	Shimei who indeed were kinsmen This explanation of the
7	repaid	repaid	confirm	below If I have repaid my fnend one at
7	fnend	friend	divergent	I have repaid my fnend one at peace with
7	enemifi	enemy	divergent	can be established An enemifi or by poetic licence
7	Ayid	And	divergent	put it into execution Ayid the congregation of nations
7	angi		nowitness	justice and God is angi y every day The
7	oum	own	divergent	it And on his oum crown his violence including
70	ioremmdi	to	divergent	To remind i e ioremmdi Godi of the Psalmist's
70	Godi		nowitness	remind i e ioremmdi Godi of the Psalmist's necessities
70	Uii		nowitness	See above on Ps Uii and compare p God
71	the'great		nowitness	of the righteous are the'great theme such as the
71	u'as	was	divergent	object of contemptuous astonishment u'as I or have I
71	Uii		nowitness	compare Deut xxviii Isa Uii Cor iv Filhd shall
71	Filhd	Filled	divergent	Isa Uii Cor iv Filhd shall my mouth be
71	JlT	cmma	divergent	to give the noun JlT iJ its usual sense
71	iJ		nowitness	give the noun JlT iJ its usual sense of
71	tJcy	thy	divergent	have reason to declare tJcy wondrous works See above
72	childi	children	divergent	as his sons or childi en They shall fear
72	moicn	mown	divergent	down like rain upon moicn grass like showers the
72	fertilising	fertilizing	variant	gentle yet refreshing and fertilising influence to be exerted
72	paj		nowitness	is not the mere paj ment of tribute or
72	Meroe	Meroe	confirm	commonly supposed to be Meroe a part of ancient
72	Idufjs	kings	divergent	to him shall all Idufjs how ov rostrate themselves
72	ov		nowitness	shall all Idufjs how ov rostrate themselves all nations
72	ciAal	civil	divergent	applied either to the ciAal service of a sovereign
72	atitude		nowitness	token of his gi atitude and willing subjection to
72	heplentij	be	divergent	be translated there shall heplentij of corn in the
72	ef		nowitness	in the second clause ef ver is borrowed from
72	potiori	potiorifit	divergent	prayers of David A potiori fit ienominatio In like
72	ienominatio		nowitness	David A potiori fit ienominatio In like manner the
72	manj'	many	divergent	the omission of so manj' psalms undoubtedly composed by
73	vnih	with	divergent	above on Ps together vnih the fact that where
73	smitlen		nowitness	mankind they are not smitlen or afflicted The use
73	liiyh	high	divergent	of others From on liiyh proudly with arrogant contempt
73	T'liey	They	divergent	from a superior position T'liey set their mouth in
73	Thej'	They	divergent	of the foregoing verse Thej' speak as if they
73	prosperers	prosperers	confirm	little while they are prosperers of eterj ity perpetually
73	eterj	eternity	divergent	they are prosperers of eterj ity perpetually prospered and
73	ity		nowitness	are prosperers of eterj ity perpetually prospered and at
73	tJte	the	divergent	Until I come to tJte sanctuaries of God I
73	mside	made	divergent	thou hast let or mside them fall into destruction
73	iiith	with	divergent	ceased they are consumed iiith terrors He here expresses
73	aivaJcen	awaken	divergent	transitive and means to aivaJcen except perhaps in Job
73	ITT	WHS	divergent	contraction T S for ITT and that the sense
73	toujnurs		nowitness	usage of the French toujnurs In the last clause
73	bonam		nowitness	of the sum num bonam or chief good The
74	AsopJi	Asaph	divergent	Jer lii Maschil By AsopJi Why God ha t
74	pei		nowitness	and not merely the pei former can only be
74	eopJe	people	divergent	namely us or thy eopJe its omission adds to
74	AVhy		nowitness	in the other clause AVhy is thy wrath to
74	figm		nowitness	Land of Promise The figm ative form of the
74	ative		nowitness	of Promise The figm ative form of the description
74	perpel	perpetual	divergent	thy steps to the perpel cal ruins all the
74	IViine	Thine	divergent	or destroyed done mischief IViine adversaries have roared in
74	fixst		nowitness	is described in the fixst clause by a figure
74	OTV	iVlto	divergent	the tent of meeting OTV lyto not merely the
74	lyto		nowitness	tent of meeting OTV lyto not merely the tent
74	vvdth	with	divergent	held Deut xii Others vvdth less probability suppose that
74	ograg		nowitness	the ancient versions LXX ograg Vulg di s festos
74	festos		nowitness	ograg Vulg di s festos Jer sohnnitates and has
74	sohnnitates	solennitates	badwitness	di s festos Jer sohnnitates and has been abused
74	Antiochus	Antioehus	badwitness	of the persecutions under Antiochus Epiphanes when the gift
74	Epiphanes		nowitness	the persecutions under Antiochus Epiphanes when the gift of
74	midd	midst	divergent	right hand From the midd of thy bosom draw
74	loorhing	working	divergent	my king of old loorhing salvations in the midst
74	sm		nowitness	monsters but on the sm face v here the
74	Ulou	thou	divergent	earth summer and winter Ulou hast formed them This
74	Bemcmher	Remember	divergent	causes which produce it Bemcmher this an enemy has
74	iirst		nowitness	good sense in the iirst clause greedy beast but
74	AercZ	herd	divergent	lxviii Greedy herd literally AercZ of appetite See above
74	DQn	cfcn	divergent	of cruelty This word DQn here as elsewhere comprehends
74	vaeaxis	means	divergent	The word translated oppressed vaeaxis strictly broken bruised or
75	tashheth	tashheth	confirm	the Chief Musician Al tashheth A Psalm by Asaph
75	hich		nowitness	the one to v hich the psalm itself seems
75	tashheth	tashheth	confirm	by the phrase al tashheth or destroy not See
75	Tiiy	Thy	divergent	certainty of its occurrence Tiiy name is near a
75	vjith	with	divergent	verb in which case vjith the neck may mean
75	DHn		nowitness	last word in Hebrew DHn admits of two entirely
75	Idumsea	Idumaea	badwitness	description eminently applicable to Idumsea and Arabia Petraea The
75	Petraea	Petraea	confirm	to Idumsea and Arabia Petraea The essential idea is
75	acinaW	actually	divergent	God is judge or acinaW y judging this one
75	intei	interpreters	divergent	a doubtful etymology Some intei preters explain the phrase
75	preters		nowitness	doubtful etymology Some intei preters explain the phrase it
75	idth	with	divergent	the phrase it foams idth nine but this construction
75	fidl		nowitness	It the wine is fidl of mixture i e
76	moveable		nowitness	in allusion to the moveable and temporary form of
76	hOittle	battle	divergent	buckler and sword and hOittle Selah Some translate the
76	armour		nowitness	of offensive and defensive armour he adds by a
76	sj	symbols	divergent	As mountains are standing sj mbols of states and
76	mbols		nowitness	mountains are standing sj mbols of states and kingdoms
76	hoc	hoc	confirm	temporal and causal post hoc et propter hoc After
76	hoc	hoc	confirm	post hoc et propter hoc After and because of
77	Jeduihun	Aiduthun	divergent	choir or family of Jeduihun By Asaph A Psalm
77	Habakkuk	Habakkuk	confirm	the third chapter of Habakkuk My voice itnto God
77	itnto	unto	divergent	of Habakkuk My voice itnto God I will raise
77	repinings	repinings	confirm	composition After all the repinings and misgivings just described
77	hnovon	known	divergent	wonders thou hast made hnovon in the nations thy
77	tvifh	with	divergent	xv Thou hast redeemed tvifh the arm thy people
78	pre	pre	confirm	taken place of the pre eminence in Israel from
78	TheAsaph		nowitness	l lii l c TheAsaph meant as we have
78	tiquity		nowitness	utter riddles from an' tiquity By a parable we
78	Tanis	Tanis	confirm	called by the Greeks Tanis was the ancient capital
78	hyperbolical	hyperbolical	confirm	This last is a hyperbolical description of an abundant
78	icroth		nowitness	Jehovah heard and was icroth and fire was kindled
78	rumour	rumour	confirm	angry Heard not the rumour or report of their
78	corii	corn	divergent	xvi It is called corii of heaven as a
78	OlX	E	divergent	required another Hebrew word OlX but distributively in the
78	anslated		nowitness	exception The word ti anslated victual denotes specially provision
78	Ayid	PSALM	divergent	only to the manna Ayid let it fall in
78	eiTor	error	divergent	the forty years of eiTor in the wilderness by
78	Enck	Rock	divergent	that God was their Enck and the Mighty the
78	xed		nowitness	heart was not fi xed or constant with him
78	withdrew	withdrew	confirm	destroy and he often withdrew his anger and would
78	withdrew	withdrew	confirm	ground of pardon Often withdrew literally multiplied to withdraw
78	futm	future	divergent	the error as still futm e and saying as
78	Notwitstanding	through	divergent	the sins of Israel Notwitstanding all these favours and
78	woi		nowitness	on ver The last woi d in Hebrew is
78	mea		nowitness	occurs Ezek ix it mea ns to set a
78	ns		nowitness	Ezek ix it mea ns to set a mark
78	stigmatising	stigmatizing	variant	the figurative sense of stigmatising or insulting A cognate
78	ypt		nowitness	who set in Er ypt his signs and his
78	Philo	Philo	confirm	Egyptian dog fly which Philo represents as feeding upon
78	yZames		nowitness	phrase The word translated yZames occurs above in Ps
78	Eg		nowitness	xxi and that of Eg pt from Gen x
78	pt		nowitness	and that of Eg pt from Gen x And
78	wilderness'includes		nowitness	The guidance in the wilderness'includes that on both sides
78	forsook	forsook	confirm	ascendancy of Ephraim And forsook the dwelling place of
78	Shilo	Shilo	confirm	the dwelling place of Shilo the tent which he
78	Hophni	Hophni	confirm	sacerdotal family and because Hophni and Phinehas the sons
78	Phinehas	Phinehas	confirm	and because Hophni and Phinehas the sons of Eli
78	Phinehas's	Phinehas'	badwitness	to the death of Phinehas's wife whose sorrow for
78	pre	pre	confirm	now assigned the visible pre eminence to Judah who
78	snpphes	supplies	divergent	usage is that which snpphes hills or mountains The
78	vi'iih	with	divergent	following and watching them vi'iih tender care one of
78	rt		nowitness	his integrity of he rt and in the skill
79	imwked	invoked	divergent	thy name have not imwked This is commonly explained
79	kv	lxv	divergent	above on Ps xxiii kv lxxiv Remember not against
79	IHD	ijfr	divergent	fathers The verb hasten IHD may be either imperative
79	xrdi	xxxii	divergent	avenging blood from Deut xrdi Let the sighing of
79	JTlD	mto	divergent	an obvious derivative from JTlD death bearing perhaps the
79	mortalitas	mortalitas	confirm	relation to it that mortalitas sustains to mors According
79	equent		nowitness	idiomatic term denoting fi equent repetition or abundance See
79	thi	thrown	divergent	The following words though thi own into the first
8	Gittir	Gitti	badwitness	be the feminine of Gittir which always means a
8	tosignify	in	divergent	would have been used tosignify precisely the same thing
8	conferring		nowitness	elsewhere to denote the conferring of honour on an
8	pre	pre	confirm	Hence the description is pre eminently true of him
8	criptive		nowitness	the air is de criptive of the same objects
8	confovmded		nowitness	is not to be confovmded with the coercive rule
80	befallen	befallen	confirm	the strokes which had befallen Israel ver an exquisite
80	ori	on	divergent	like a flock sitting ori the cherubim shine forth
80	pre	pre	confirm	account of his historical pre eminence and his being
80	Kachel		nowitness	of the sons of Kachel and from the jealousy
80	ine		nowitness	The accumulation of di ine names involves an appeal
80	vjere	were	divergent	on Isa xxvii Covered vjere the mountains with its
80	shadoio	shadoiv	badwitness	the mountains with its shadoio and with its branches
80	overran	overran	confirm	tops and its tendrils overran the loftiest trees Cedars
80	Kadesh	Kadesh	confirm	just as Lebanon and Kadesh are contrasted in Ps
80	KJ	i	divergent	is used to represent KJ the Hebrew particle of
81	kv		nowitness	See above on Ps kv and compare Deut xxxii
81	liaise		nowitness	tutelary God of Jacob liaise the song and beat
81	Nima	Num	divergent	day of another month Nima ix and that when
81	jus	jus	confirm	a demonstrative A right jus that to which he
81	pre	pre	confirm	on account of his pre eminence during the residence
81	agi	agrees	divergent	implication heathen race This agi ees better with the
81	ees		nowitness	heathen race This agi ees better with the figurative
81	actual'time		nowitness	has reference to the actual'time of the events into
81	monar	mortar	divergent	carrying of bricks and monar and the pot or
81	Thebes	Thebes	confirm	a burial vault at Thebes Escape literally pass away
81	themjorth		nowitness	verb strictly means sent themjorth i e to walk
81	Trw		nowitness	hardness corresponding to the Trw ueig of the New
81	ueig		nowitness	corresponding to the Trw ueig of the New Testament
81	natm	natural	divergent	and honey by a natm al and primitive association
82	jadge		nowitness	judge is about to jadge The idea is that
82	novm	noun	divergent	an adverb or a novm or both i e
82	exemplies		nowitness	lviii The last clause exemplies one of the most
82	confer	confer	confirm	of admitting suitors to confer with governors or rulers
82	ect		nowitness	followed by a dii ect exhortation to do well
82	icicked		nowitness	from the hand of icicked men free him The
82	disorganising	disorganizing	variant	justice is described as disorganising society Compare the figures
82	pre	pre	confirm	were bound to be pre eminently just and faithful
83	mimor	mizmbr	divergent	To the general description mimor there is here prefixed
83	shir	shir	confirm	a more specific one shir which designates the composition
83	Jahaziel	Jahaziel	confirm	descendant is particularly mentioned Jahaziel upon whom the Spirit
83	ib	ih	badwitness	the triumph of Judah ib ver Compare the similar
83	ord		nowitness	others have to w ord or speech The use
83	animo	animo	confirm	with the heart ex animo cordially heartily The phrase
83	Hagarenes	Hagarenes	confirm	Ishmaelites Moab and the Hagarenes The use of the
83	Hagarenes	Hagarenes	confirm	as did also the Hagarenes or Hagarites a people
83	Gebal	Gebal	confirm	compare Chron xi xxvii Gebal and Amnion and Amalek
83	Gebal	Gebal	confirm	the inhabitants of Tyre Gebal was probably a part
83	Suera	Stsera	divergent	to Midian as to Suera as to Jabin in
83	Jabin	Jabin	confirm	to Suera as to Jabin in the valley of
83	Barak	Barak	confirm	that of Deborah and Barak over Jabin and Sisera
83	Jabin	Jabin	confirm	Deborah and Barak over Jabin and Sisera Judges iv
83	Sisera	Sisera	confirm	Barak over Jabin and Sisera Judges iv v Between
83	Barak's	Barak's	confirm	history of Deborah and Barak's triumph Judges iv v
83	Endor	Endor	confirm	They were destroyed at Endor they were dung to
83	Endor		nowitness	in the preceding verse Endor is not expressly named
83	Oreh	Orel	badwitness	even their nobles like Oreh and like Zeeb and
83	Zeeb	Zeeb	confirm	like Oreh and like Zeeb and like Zebah and
83	Zebah	Zebah	confirm	like Zeeb and like Zebah and like Zalmunnah all
83	Zalmunnah	Zalmunnah	confirm	like Zebah and like Zalmunnah all their princes He
83	orpasturegrounds	or	divergent	for ourselves the dwellings orpasturegrounds of God This relates
83	kxiv	lxxiv	divergent	on Ps xxiii lxv kxiv My God make them
83	hoii		nowitness	The simple pronoun t hoii is explained and amplified
83	coa		nowitness	God and as the coa onant God of Israel
83	onant		nowitness	and as the coa onant God of Israel
84	orfor		nowitness	to the Gittith By orfor the Sons of Korah
84	aviiahle		nowitness	by the English versions aviiahle in the sense of
84	aimable	aimable	confirm	sense of the French aimable lovely But the usage
84	divellhigs	dwellings	divergent	Ps xlv The plural divellhigs has reference to the
84	joyM	joyful	divergent	elsewhere always denotes a joyM shout or song but
84	PX	tia	divergent	supposes the Hebrew particle PX to indicate the object
84	vjill	will	divergent	into God's household They vjill still praise because they
84	hB	have	divergent	strength in thee who hB ve highways in their
84	ve		nowitness	in thee who hB ve highways in their heart
84	cms	fons	divergent	of suffering To the cms lacrymarum is opposed the
84	lacrymarum		nowitness	suffering To the cms lacrymarum is opposed the fountain
84	finiition		nowitness	attain to the full finiition of that union with
84	a'vocative	a	divergent	xv Its position as a'vocative is certainly unusual but
85	Eorah		nowitness	hy the Sons of Eorah A Psalm On the
85	nS		nowitness	the strict sense of nS the particle with which
86	erers		nowitness	the needy denote sufi erers among God's people See
86	TDH	pcn	divergent	that he is a TDH saint or gracious one
86	toioards	toioards	confirm	in but to or toioards thee as if implying
86	rfay	day	divergent	Luke xviii All the rfay is a common idiomatic
86	ofthis		nowitness	and the second clause ofthis the form of which
86	hang	lying	divergent	vi Lowest or lower hang under subterraneous The expression
86	proffc	proud	divergent	he here speaks of proffc ones and before the
86	eady		nowitness	shall have been ah eady granted
87	aad		nowitness	I will mention Rahab aad Babylon as knowing me
87	luas	was	divergent	with Ethiopia This one luas born there Interpreters are
87	br	for	divergent	go out free literally br ree i e as
87	indi		nowitness	the New Testament to indi dduals is here applied
87	dduals		nowitness	New Testament to indi dduals is here applied to
87	pm		nowitness	emphatic form for the pm ose of connecting it
87	Hig	Highest	divergent	to it He the Hig iest or the Highest
87	iest		nowitness	it He the Hig iest or the Highest himself
87	spokesmen	spokesmen	confirm	minstrels who as the spokesmen of the rest acknowledge
87	tltee	thee	divergent	the closing words in tltee be referred to God
88	Ezrahite		nowitness	Psalm By Heman the Ezrahite The first word of
88	afl	afforded	divergent	of these facts is afl orded by the supposition
88	orded		nowitness	these facts is afl orded by the supposition that
88	Ezrahite	Ezrahite	confirm	Ps liii Heman the Ezrahite is mentioned with Asaph
88	Ezrahites	Ezrahites	confirm	in Chron ii as Ezrahites i e sons of
88	Zerah	Zerah	confirm	i e sons of Zerah and in Kings v
88	Levit'		nowitness	suppose that they were Levit' s adopted into that
88	theeimiplies	thee	divergent	in Ps lxxvii Before theeimiplies that his cries were
88	evei		nowitness	I invoke thee Jehovah evei y day I spread
88	spectres	spectres	confirm	the gigantic shades or spectres of the dead See
88	iconders		nowitness	on Isa xiv Do iconders literally wonder as in
88	Abaddon	Abaddon	confirm	destruction The last word Abaddon appears elsewhere in conjunction
88	forgeffulness	forgetfulncss	badwitness	in the land of forgeffulness These are varied metaphorical
88	TIio	The	divergent	terrors have destroyed me TIio image in the first
89	Ezrahite	Ezrahite	confirm	Maschil By Ethan the Ezrahite From the fact that
89	Ezrahites	Ezrahites	confirm	are both described as Ezrahites i e adopted sons
89	Zerah	Zerah	confirm	e adopted sons of Zerah Chron ii but by
89	Korhites	Korhites	confirm	Babylonish exile by the Korhites of that period who
89	repinings	repinings	confirm	to anticipate misgivings and repinings which although they existed
89	vxilt	wilt	divergent	to the heavens thou vxilt fix c is inadequately
89	xed	fixed	divergent	make thy faithfulness as xed and stable as the
89	sicell		nowitness	exception Thou rulest the sicell of the sea in
89	tjje	the	divergent	strength or strong arm tjje active exertion of thy
89	Hermonin	llermon	divergent	create them Tabor and Hermonin thy name rejoice The
89	hnovnng	knowing	divergent	lxxxv Happy the people hnovnng joyful noise Jehovah in
89	saidst	saidst	confirm	thy gracious one and saidst I have laid help
89	withdraio	put	divergent	mercy I will not withdraio from him and will
89	semel		nowitness	of time a ra semel once but a numeral
89	rts		nowitness	grammatical however to translate rts the moon it the
89	hcLst	hast	divergent	hand of his foes hcLst caused to triumph all
89	sjTnbol		nowitness	right hand is the sjTnbol of exerted strength and
89	oirock	of	divergent	to the ordinary usage oirock in Hebrew as an
89	heanng	bearing	divergent	of thy servants my heanng in my bosom all
89	difi		nowitness	by referring it to difi erent antecedents I whom
89	erent		nowitness	referring it to difi erent antecedents I whom thine
9	luhhen	labben	divergent	Chief Musician Al muth luhhen This enigmatical title has
9	labben	labben	confirm	the subject and make labben an anagram of Nabal
9	dd's		nowitness	of one of Da dd's enemies and at the
9	ooZ	fool	divergent	time an appellative denoting ooZ in which sense it
9	almuth	almuth	confirm	or a cognate form almuth and explain labben to
9	labben	labben	confirm	form almuth and explain labben to mean ybr Ben
9	ybr	for	divergent	explain labben to mean ybr Ben or the children
9	labben	labben	confirm	third which supposes muth labben to be the title
9	Kesheth	Kcsheth	badwitness	appears to be called Kesheth or the Bow because
9	Jcnowers		nowitness	times to come the Jcnowers of thy name those
9	co	co	confirm	of Israel and indeed co extensive with the earth
9	inqtiisitor		nowitness	blood or as an inqtiisitor of blood he has
9	tUfe	the	divergent	back retreating failing is tUfe same as in ver
9	iP	qii	divergent	readings humble and afflicted iP y J and Uy
9	Uy		nowitness	iP y J and Uy y is not essential
9	com	course	divergent	the wicked is of com se to be condemned
90	apr		nowitness	made the ground of apr yer with which the
90	eady		nowitness	and circumstances as ah eady stated its resemblance to
90	yVom	from	divergent	and land and indeed yVom eternity to eternity thou
90	dinne	divine	divergent	attribute denoted by the dinne name here employed This
90	pulverised	pulverized	variant	powder even to a pulverised condition The shortness and
90	flomish		nowitness	means not merely to flomish in the wide sense
90	efl		nowitness	wrath itself is the efl ect of sin And
90	ect		nowitness	itself is the efl ect of sin And this
90	Hii		nowitness	above on Ps xiv Hii The sense is no
90	iy	Thy	divergent	reverence for God demands iy wrath the same word
90	ungi	ungrammatical	divergent	wisdom is forced and ungi ammatical without an arbitrary
90	ammatical		nowitness	is forced and ungi ammatical without an arbitrary change
90	hoio	how	divergent	aposiopesis in the question hoio long is like that
90	dec	etc	divergent	that we may rejoice dec is really involved in
90	plui		nowitness	as in ver The plui al forms in the
90	ovra	own	divergent	i e in their ovra experience And let the
91	Imighty		nowitness	shadow of the A Imighty he is lodged The
91	OQ		nowitness	arbitrary change of pointing OQ i for IQ or
91	IQ	flaa	divergent	pointing OQ i for IQ or suppose a sudden
91	shaltfind	shaltfind	confirm	under his wings thou shaltfind shelter shield and buckler
91	noctm	nocturnal	divergent	i e nightly or noctm nal terror There is
91	nal		nowitness	e nightly or noctm nal terror There is no
91	rowi	from	divergent	both clauses properly means rowi i e arising or
91	thoustnke	thou	divergent	they bear thee lest thoustnke ayainst the stone thy
91	ayainst		nowitness	bear thee lest thoustnke ayainst the stone thy foot
91	u'ill	will	divergent	on me and I u'ill rescue him I will
92	Sonfjf	Song	divergent	A Psalm A Sonfjf For the Sabbath Day
92	luith	with	divergent	on lyre on meditation luith a harp The first
92	ac		nowitness	addition of ma t ac ors evil doers shews
92	ors		nowitness	of ma t ac ors evil doers shews that
92	tMy	they	divergent	particularly mentioned Still shall tMy bear fruit in old
92	jtist	just	divergent	Deut xxxii The epithet jtist denotes the essential rectitude
94	unad	unadvised	divergent	figure for excessive and unad ised speech See above
94	ised		nowitness	for excessive and unad ised speech See above on
94	DJ		nowitness	form of the verb DJ Thy people Jehovah they
94	Widoio		nowitness	the subject of complaint Widoio and stranger they kill
94	icarnesf	ivarnest	badwitness	the man whom thou icarnesf Joh and from thy
94	ith		nowitness	in my defence V ith in conflict or contention
94	icpon	upon	divergent	T T They crowd icpon the soul of the
94	wickediiess		nowitness	iniquity and in their wickediiess he will destroy them
95	bdi		nowitness	xviii and compare Ps bdi xcii xciv Let us
95	fii	first	divergent	saw my work The fii st word in Hebrew
95	DJl	ta	divergent	demanded but they likewise DJl saw my work i
95	knoio		nowitness	and they do not knoio my ways The first
96	bhJ	ba	divergent	it a diminutive of bhJ El analogous to godlings
96	nne	ine	handsoff	exhibition of the di nne majesty Compare Ps ii
96	rowi	from	divergent	inhabitants Before him literally rowi his face The parallel
96	dishonesty		nowitness	as opposed to the dishonesty or partiality of human
97	xcri		nowitness	on Ps x iii xcri and compare Judges v
97	lastlsa		nowitness	Ps and with the lastlsa xl kvi See also
97	kvi		nowitness	with the lastlsa xl kvi See also Isa xxxv
97	Idoh	Idols	divergent	favour of material images Idoh nothings or nonentities as
97	iraXiv	naXtv	divergent	understood as saying again iraXiv of him what is
97	jnan	man	divergent	sown for the just jnan and for right hearted
98	itseK	itself	divergent	psalm tolD stands by itseK as a complete inscription
98	saine	same	divergent	his engagements See the saine combination in Ps xcii
98	TIDTD	IfrTft	divergent	reason of the title TIDTD See above on ver
98	ful		nowitness	described is the jo ful acclamation at the accession
98	ichat	what	divergent	the sea thunder and ichat fills it the land
98	figm	figurative	divergent	Ps xlvii in highly figm ative poetry but also
98	ative		nowitness	xlvii in highly figm ative poetry but also in
98	Joash	Joash	confirm	of the coronation of Joash Kings xi Together not
99	symbolising	symbolizing	variant	of the ark as symbolising that of God himself
99	HHhJ	uB	divergent	in Hebrew and as HHhJ is not elsewhere a
99	Ms	his	divergent	of worship Not at Ms footstool as the mere
99	answerlthem	answer	divergent	our God thou didst answerlthem a forgiving God wast
99	forgave	forgave	confirm	to destroy and yet forgave them The last Hebrew
